question_English,answer_English,question_Hindi,answer_Hindi
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Jamsingh Talab.in dulmi, under the jurisdiction of Ramgarh?","Construction of Ghat in the village Jamsingh pond.Project Involves The Allocation of Funds for Development in Dulmi, under the jurisdiction of Ramgarh.The proposed project, satuated in Echatu, AIMS to construction of Ghat in Village Jamsingh Talab.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","ग्राम जामसिंह तालाब में घाट का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम जामसिंह तालाब में घाट का निर्माण। परियोजना में विकास के लिए धन का आवंटन रामगढ़ क्षेत्र के उत्पीड़न में हो रहा है। प्रस्तुत परियोजना, जो ईचातु में स्थित है, का उद्देश्य ग्राम जामसिंह तालाब में घाट का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Arjun Ram's house to Sanjay Chhai Ram's house.In Chitarpur, under the jurisdiction of Ramgarh?","PCC Path Construction from The Arjun Ram's house to Sanjay Chaurasia's house.Project involves the allocation of funds for development in chitarpur, under the jurisdiction of Ramgarh.The Proposed Project, Situated In Chitarpur North, AIMS to Arjun Ram's house to Sanjay Chaurasia's house, PCC Path Construction.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","अर्जुन राम के घर से संजय चौरसिया के घर तक पी0सी0सी0 पथ निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","अर्जुन राम के घर से संजय चौरसिया के घर तक पी0सी0सी0 पथ निर्माण। परियोजना में विकास के लिए धन का आवंटन रामगढ़ क्षेत्र के चितरपुर में हो रहा है। प्रस्तुत परियोजना, जो चितरपुर उत्तरी में स्थित है, का उद्देश्य अर्जुन राम के घर से संजय चौरसिया के घर तक पी0सी0सी0 पथ निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Kamata Vijay Kumar Ojha's ponds located in Vijay Kumar Ojha.In Gola, under the jurisdiction of Ramgarh?","The deepening and beautification of the pond located in the common garden of the village Kamata Vijay Kumar Ojha.Project Involves The Allocation of Funds for Development in Gola, under the jurisdiction of Ramgarh.The proposed project, situation in Bariyatu, AIMS to deepening and beautification of the pond located in the common garden of Gram Kamta Vijay Kumar Ojha.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","ग्राम कामता विजय कुमार ओझाा के आम बगान स्थित तालाब का गहरीकरण एवं सुंदरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम कामता विजय कुमार ओझाा के आम बगान स्थित तालाब का गहरीकरण एवं सुंदरीकरण। परियोजना में विकास के लिए धन का आवंटन रामगढ़ क्षेत्र के गोला में हो रहा है। प्रस्तुत परियोजना, जो बरियातु में स्थित है, का उद्देश्य ग्राम कामता विजय कुमार ओझाा के आम बगान स्थित तालाब का गहरीकरण एवं सुंदरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Barlanga Pakhana Pakhana Ghat Talab.In Gola, under the jurisdiction of Ramgarh?","The deepening of the village Barlanga Pakhana Ghat pond.Project Involves The Allocation of Funds for Development in Gola, under the jurisdiction of Ramgarh.The proposed project, situation in Barlanga, AIMS to Gram Barlanga Pakhna Ghat Talab.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","ग्राम बरलंगा पखना घाट तालाब का गहरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम बरलंगा पखना घाट तालाब का गहरीकरण। परियोजना में विकास के लिए धन का आवंटन रामगढ़ क्षेत्र के गोला में हो रहा है। प्रस्तुत परियोजना, जो बरलंगा में स्थित है, का उद्देश्य ग्राम बरलंगा पखना घाट तालाब का गहरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Saraswati Shishu Vidya Mandir.In Patratu, under the jurisdiction of Barkagaon?","The Saraswati Shishu Vidya Mandir construction of two rooms at Patratu.Project Involves The Allocation of Funds for Development in Patratu, under the jurisdiction of Barkagaon.The proposed project, prescribed in Patratu, AIMS to Saraswati Shishu Vidya Mandir construction of two rooms in Patratu.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","सरस्वती शिशु विद्या मंदिर पतरातु में दो कमरों का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","सरस्वती शिशु विद्या मंदिर पतरातु में दो कमरों का निर्माण। परियोजना में विकास के लिए धन का आवंटन बड़कागांव क्षेत्र के वर्ग में हो रहा है। प्रस्तुत परियोजना, जो पतरातु में स्थित है, का उद्देश्य सरस्वती शिशु विद्या मंदिर पतरातु में दो कमरों का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the project description, fund, vidhan Sabha, mandal, panchayat, amount recommended, year recommended for completes, and project status of the project village Sevata Mahadev Munda Munda Munda Munda Munda Munda.In Ramgarh Nagar Parishad, under the jurisdiction of Ramgarh?","The deepening and beautification of the pond of the village Sevata Mahadev Munda.Project Involves The Allocation of Funds for Development in Ramgarh Nagar Parishad, under the jurisdiction of Ramgarh.The proposed project, situation in Sevata, AIMS to Gram Sevta Mahadev Munda's deepening and beautification of the pond of Mahadev Munda.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","ग्राम सेवटा महादेव मुंडा के तालाब का गहरीकरण एवं सुंदरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम सेवटा महादेव मुंडा के तालाब का गहरीकरण एवं सुंदरीकरण। परियोजना में विकास के लिए धन का आवंटन रामगढ़ क्षेत्र के रामगढ नगर परिषद में हो रहा है। प्रस्तुत परियोजना, जो सेवटा में स्थित है, का उद्देश्य ग्राम सेवटा महादेव मुंडा के तालाब का गहरीकरण एवं सुंदरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Kayeri Tola (Muda Tola Garh Baba).In Chhawani Parishad, under the jurisdiction of Ramgarh?","The construction of the shed in the Kayeri Tola (Muda Tola Garh Baba) pond.Project Involves The Allocation of Funds for Development in Chhawani Parishad, under the jurisdiction of Ramgarh.The proposed project, prescribed in ward no.4, AIMS to Kayeri Tola (Muda Tola Garh Baba) Construction of shed in the pond.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","कायेरी टोला (मुडा टोला गढ़ बाबा) तालाब में शेड का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","कायेरी टोला (मुडा टोला गढ़ बाबा) तालाब में शेड का निर्माण। परियोजना में विकास के लिए धन का आवंटन रामगढ़ क्षेत्र के छावनी परिषद में हो रहा है। प्रस्तुत परियोजना, जो वार्ड न. 4 में स्थित है, का उद्देश्य कायेरी टोला (मुडा टोला गढ़ बाबा) तालाब में शेड का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Amount Recommended, Year Recomminated For Completion, and Project Status of the Project Panchayat Debo R. O 0 0 0 Road in Choparan, Writing in Koriyadih School Tion of Barhi?","The Panchayat Debo REO Road to Jokahi to Koriadih School and Road Construction Project Involves The Allocation of Funds for Development in Chouparan, under the jurisdiction of Barhi.The proposed project aims to Panchayat Debo REO Road to Koriadih School to Construction.The recommended Amount for the Project is 8,960,100, with an anticipated completion year of 2022. Currently, the project status is reported as ongoing.","पंचायत डेबो आर0ई0ओ0 रोड से जोकाही होते हुए कोरियाडीह स्कूल तक पथ निर्माण परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","पंचायत डेबो आर0ई0ओ0 रोड से जोकाही होते हुए कोरियाडीह स्कूल तक पथ निर्माण परियोजना में विकास के लिए धन का आवंटन बरही क्षेत्र के हुपानन में हो रहा है। प्रस्तुत परियोजना का उद्देश्य पंचायत डेबो आर0ई0ओ0 रोड से जोकाही होते हुए कोरियाडीह स्कूल तक पथ निर्माण है। परियोजना के लिए सिफारिश की गई राशि 8,960,100 है, जिसका पूरा होने का अनुमानित वर्ष है 2022। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the project description, fund, vidhan Sabha, mandal, panchayat, amount recommended, year recommended for completes, and project status of the project village Durga Bagiti Muhali.In Patratu, under the jurisdiction of Barkagaon?","The deepening and beauty of the Bagita Tupala pond in the village Durga Bagita Mohalla.Project Involves The Allocation of Funds for Development in Patratu, under the jurisdiction of Barkagaon.The proposed project, situation in Dudgi, AIMS to deepening and adulteration of Bagaita Tupala pond in village Durga Bagaita Mohalla.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","ग्राम दुर्गा बगैता मुहल्ला में बगैता टुपला तालाब का गहरीकरण एवं सुदरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम दुर्गा बगैता मुहल्ला में बगैता टुपला तालाब का गहरीकरण एवं सुदरीकरण। परियोजना में विकास के लिए धन का आवंटन बड़कागांव क्षेत्र के वर्ग में हो रहा है। प्रस्तुत परियोजना, जो डूडगी में स्थित है, का उद्देश्य ग्राम दुर्गा बगैता मुहल्ला में बगैता टुपला तालाब का गहरीकरण एवं सुदरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommed for Completion, and Project Status of the Project Village Nimmi Tola located in the pond.In Patratu, under the jurisdiction of Barkagaon?","The beautification of the pond at the village Nimmi Tola.Project Involves The Allocation of Funds for Development in Patratu, under the jurisdiction of Barkagaon.The proposed project, situation in Pali, AIMS to beautification of the pond located at Gram Nimmi Tola.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","ग्राम निम्मी टोला स्थित तालाब का सुंदरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम निम्मी टोला स्थित तालाब का सुंदरीकरण। परियोजना में विकास के लिए धन का आवंटन बड़कागांव क्षेत्र के वर्ग में हो रहा है। प्रस्तुत परियोजना, जो पाली में स्थित है, का उद्देश्य ग्राम निम्मी टोला स्थित तालाब का सुंदरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Ballanga.In Gola, under the jurisdiction of Ramgarh?","The construction of a deep boring and the construction of a deep boring near the newly produced Durga temple in the village Barlanga.Project Involves The Allocation of Funds for Development in Gola, under the jurisdiction of Ramgarh.The Proposed Project, Situated in Barlanga, AIMS to the installation of a deep boring and the construction of a waterman near the newly created Durga temple in village Barlanga.The recommended Amount for the Project is 3,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","ग्राम बरलंगा में नव निर्मात दुर्गा मंदिर के समीप एक डीप बोरिंग का अधिष्ठापन व जलमिनारी का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम बरलंगा में नव निर्मात दुर्गा मंदिर के समीप एक डीप बोरिंग का अधिष्ठापन व जलमिनारी का निर्माण। परियोजना में विकास के लिए धन का आवंटन रामगढ़ क्षेत्र के गोला में हो रहा है। प्रस्तुत परियोजना, जो बरलंगा में स्थित है, का उद्देश्य ग्राम बरलंगा में नव निर्मात दुर्गा मंदिर के समीप एक डीप बोरिंग का अधिष्ठापन व जलमिनारी का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 3,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Bachra in Bachra.In Piperwar, under the jurisdiction of Barkagaon?","The deepening and beautification of the pond near the house of Munshi Mahato in the village Bachara.Project involves the allocation of funds for development in piperwar, under the jurisdiction of Barkagaon.The proposed project, situation in Bachara, AIMS to deepening and beautification of the pond near the house of Munshi Mahato in AIMS to Gram Bachra.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","ग्राम बचरा में मुंशी महतो के घर के पास तालाब का गहरीकरण एवं सुन्दरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम बचरा में मुंशी महतो के घर के पास तालाब का गहरीकरण एवं सुन्दरीकरण। परियोजना में विकास के लिए धन का आवंटन बड़कागांव क्षेत्र के पाइपरवार में हो रहा है। प्रस्तुत परियोजना, जो बचरा उतरी में स्थित है, का उद्देश्य ग्राम बचरा में मुंशी महतो के घर के पास तालाब का गहरीकरण एवं सुन्दरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Hemandag Tola.In Piperwar, under the jurisdiction of Barkagaon?","The deepening and beautification of the pond on the land of Mukesh Mahato in the village Hemandag Tola.Project involves the allocation of funds for development in piperwar, under the jurisdiction of Barkagaon.The proposed project, situation in Bachara Southern, AIMS to Gram Hemandag Tola deepening and beautification of the pond on the land of Mukesh Mahato.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as complete.","ग्राम हेमनदाग टोला में मुकेश महतो के जमीन पर तालाब का गहरीकरण एवं सुन्दरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम हेमनदाग टोला में मुकेश महतो के जमीन पर तालाब का गहरीकरण एवं सुन्दरीकरण। परियोजना में विकास के लिए धन का आवंटन बड़कागांव क्षेत्र के पाइपरवार में हो रहा है। प्रस्तुत परियोजना, जो बचरा दक्षिणी में स्थित है, का उद्देश्य ग्राम हेमनदाग टोला में मुकेश महतो के जमीन पर तालाब का गहरीकरण एवं सुन्दरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को पूर्ण के रूप में रिपोर्ट किया जा रहा है।"
"What is the project description, fund, vidhan Sabha, mandal, panchayat, amount recommended, year recommended for completes, and project status of the project Gram Panchayat Balasagra.In Dadi, under the jurisdiction of Mandu?","Construction of ghats in the pond in The Gram Panchayat Balsagara.Project involves the allocation of funds for development in dadi, under the jurisdiction of Mandu.The Proposed Project, Situated in Balsagara, AIMS to construction of ghats in the pond in Gram Panchayat Balsagra.The recommended Amount for the Project is 6,00,000, with an anticipated company of 2023. Currently, the project status is reported as ongoing.","ग्राम पंचायत बलसगरा में तालाब में घाट का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम पंचायत बलसगरा में तालाब में घाट का निर्माण। परियोजना में विकास के लिए धन का आवंटन मांडू क्षेत्र के बनना में हो रहा है। प्रस्तुत परियोजना, जो बलसगरा में स्थित है, का उद्देश्य ग्राम पंचायत बलसगरा में तालाब में घाट का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 6,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommed for Completion, and Project Status of the Project Village Dad Bahrawa Talab.in katkamsandi, under the jurisdiction of Hazaribagh?","The deepening and beautification of the village Dad Bahirwa pond.Project involves the allocation of funds for development in katkamsandi, under the jurisdiction of Hazaribagh.The proposed project, situation in the deepening and beautification of the village Dad Baherwa pond.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as ongoing.","ग्राम डाड़ बहेरवा तालाब का गहरीकरण एवं सुंदरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम डाड़ बहेरवा तालाब का गहरीकरण एवं सुंदरीकरण। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के पाउडर में हो रहा है। प्रस्तुत परियोजना, जो डांड में स्थित है, का उद्देश्य ग्राम डाड़ बहेरवा तालाब का गहरीकरण एवं सुंदरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Parratapur Guhilla Canal.In Chouparan, under the jurisdiction of Barhi?","The deepening of the village Paratapur Guhila Canal.Project Involves The Allocation of Funds for Development in Chouparan, under the jurisdiction of Barhi.The proposed project, situation in Bellahi, AIMS to Deepening of Village Paratapur Guhila Canal.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as ongoing.","ग्राम परतापुर गुहिला नहर का गहरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम परतापुर गुहिला नहर का गहरीकरण। परियोजना में विकास के लिए धन का आवंटन बरही क्षेत्र के हुपानन में हो रहा है। प्रस्तुत परियोजना, जो बेलाही में स्थित है, का उद्देश्य ग्राम परतापुर गुहिला नहर का गहरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Building Ghats in the bullying river in Badam.In Barkagaon, under the jurisdiction of Barkagaon?","Construction of Ghat in the Badmahi river in the village Badam.Project involves the allocation of funds for development in barkagaon, under the jurisdiction of Barkagaon.The proposed project, prescribed in Badam, Aims to Construction of Ghat in the Burlet River in AIMS to Gram Badam.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as ongoing.","ग्राम बादम में बदमाही नदी में घाट का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम बादम में बदमाही नदी में घाट का निर्माण। परियोजना में विकास के लिए धन का आवंटन बड़कागांव क्षेत्र के बरकागांव में हो रहा है। प्रस्तुत परियोजना, जो बादम में स्थित है, का उद्देश्य ग्राम बादम में बदमाही नदी में घाट का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Dadpur Toli Talab.In Chouparan, under the jurisdiction of Barhi?","The deepening of the village Dadpur Toli pond.Project Involves The Allocation of Funds for Development in Chouparan, under the jurisdiction of Barhi.The Proposed Project, Situated in Dadpur, AIMS to Deepening of Gram Dadpur Toli Pond.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as ongoing.","ग्राम दादपुर टोली तालाब का गहरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम दादपुर टोली तालाब का गहरीकरण। परियोजना में विकास के लिए धन का आवंटन बरही क्षेत्र के हुपानन में हो रहा है। प्रस्तुत परियोजना, जो दादपुर में स्थित है, का उद्देश्य ग्राम दादपुर टोली तालाब का गहरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Daru Kharri Kharika, a room for Saraswati High School and a room for Saraswati High School.In Daru, under the jurisdiction of Hazaribagh?","A room and boundary for Saraswati High School in the village Daru Kharika.Project Involves The Allocation of Funds for Development in Daru, under the jurisdiction of Hazaribagh.The proposed project, situation in Erga, AIMS to Saraswati High School in AIMS to Saraswati High School in Gram Daru Kharika.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as ongoing.","ग्राम दारू खरिका में सरस्वती उच्च विद्यालय हेतु एक कमरा एवं चाहरदिवारी। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम दारू खरिका में सरस्वती उच्च विद्यालय हेतु एक कमरा एवं चाहरदिवारी। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के दारु में हो रहा है। प्रस्तुत परियोजना, जो ईरगा में स्थित है, का उद्देश्य ग्राम दारू खरिका में सरस्वती उच्च विद्यालय हेतु एक कमरा एवं चाहरदिवारी। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Jinga in the village ginga to the temple to the creator.In Daru, under the jurisdiction of Hazaribagh?","Construction of guardwall and ladder from the temple to the last end of the canal in the village Jinga.Project Involves The Allocation of Funds for Development in Daru, under the jurisdiction of Hazaribagh.The Proposed Project, Situated in Jinga, AIMS to Gram Jinga to the last end of the temple to the last end of the canal.The recommended Amount for the Project is 5,00,000, with an anticipated company of 2023. Currently, the project status is reported as ongoing.","ग्राम जिनगा में मंदिर से लेकर जिनगा भुताही नहर के अन्तिम छोर तक गार्डवाल एवं सीढ़ी का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम जिनगा में मंदिर से लेकर जिनगा भुताही नहर के अन्तिम छोर तक गार्डवाल एवं सीढ़ी का निर्माण। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के दारु में हो रहा है। प्रस्तुत परियोजना, जो जिनगा में स्थित है, का उद्देश्य ग्राम जिनगा में मंदिर से लेकर जिनगा भुताही नहर के अन्तिम छोर तक गार्डवाल एवं सीढ़ी का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2023। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
